municipality;region;oktmo;court_name;court_code;comment
Прохоровский муниципальный район;Белгородская;14646000;Прохоровский районный суд Белгородской области;31RS0017;
Ракитянский муниципальный район;Белгородская;14648000;Ракитянский районный суд Белгородской области;31RS0018;
Ровеньский муниципальный район;Белгородская;14650000;Вейделевский районный суд Белгородской области;31RS0005;
Старооскольский городской округ;Белгородская;14740000;Старооскольский городской суд Белгородской области;31RS0020;
Старооскольский городской округ;Белгородская;14740000;Старооскольский районный суд Белгородской области;31RS0021;Раньше был Старооскольский район со своим судом, но теперь это часть городского округа.
Чернянский муниципальный район;Белгородская;14654000;Чернянский районный суд Белгородской области;31RS0023;
Шебекинский городской округ;Белгородская;14750000;Шебекинский районный суд Белгородской области;31RS0024;
Яковлевский городской округ;Белгородская;14755000;Яковлевский районный суд Белгородской области;31RS0025;
Брасовский муниципальный район;Брянская;15604000;Брасовский районный суд Брянской области;32RS0002;
Брянский муниципальный район;Брянская;15608000;Брянский районный суд Брянской области;32RS0003;
Выгоничский муниципальный район;Брянская;15610000;Выгоничский районный суд Брянской области;32RS0005;
Гордеевский муниципальный район;Брянская;15611000;Красногорский районный суд Брянской области;32RS0018;
Городской округ город Брянск;Брянская;15701000;Бежицкий районный суд г. Брянска;32RS0001;
Городской округ город Брянск;Брянская;15701000;Володарский районный суд г. Брянска;32RS0004;
Городской округ город Брянск;Брянская;15701000;Советский районный суд г. Брянска;32RS0027;
Городской округ город Клинцы;Брянская;15715000;Клинцовский городской суд Брянской области;32RS0015;
Городской округ город Сельцо;Брянская;15725000;Сельцовский городской суд Брянской области;32RS0026;
Городской округ город Фокино;Брянская;15710000;Фокинский районный суд г. Брянска;32RS0033;
Дубровский муниципальный район;Брянская;15612000;Дубровский районный суд Брянской области;32RS0007;
Дятьковский муниципальный район;Брянская;15616000;Дятьковский городской суд Брянской области;32RS0008;
Жирятинский муниципальный район;Брянская;15620000;Выгоничский районный суд Брянской области;32RS0005;
Жуковский муниципальный округ;Брянская;15502000;Жуковский районный суд Брянской области;32RS0010;
Злынковский муниципальный район;Брянская;15623000;Злынковский районный суд Брянской области;32RS0011;
Карачевский муниципальный район;Брянская;15624000;Карачевский районный суд Брянской области;32RS0012;
Клетнянский муниципальный район;Брянская;15626000;Клетнянский районный суд Брянской области;32RS0013;
Климовский муниципальный район;Брянская;15628000;Климовский районный суд Брянской области;32RS0014;
Клинцовский муниципальный район;Брянская;15630000;Клинцовский районный суд Брянской области;32RS0016;
Комаричский муниципальный район;Брянская;15632000;Комаричский районный суд Брянской области;32RS0017;
Красногорский муниципальный район;Брянская;15634000;Красногорский районный суд Брянской области;32RS0018;
Мглинский муниципальный район;Брянская;15636000;Мглинский районный суд Брянской области;32RS0019;
Навлинский муниципальный район;Брянская;15638000;Навлинский районный суд Брянской области;32RS0020;
Новозыбковский городской округ;Брянская;15720000;Новозыбковский городской суд Брянской области;32RS0021;
Погарский муниципальный район;Брянская;15642000;Погарский районный суд Брянской области;32RS0022;
Почепский муниципальный район;Брянская;15644000;Почепский районный суд Брянской области;32RS0023;
Рогнединский муниципальный район;Брянская;15646000;Дубровский районный суд Брянской области;32RS0007;
Севский муниципальный район;Брянская;15648000;Севский районный суд Брянской области;32RS0025;
Стародубский муниципальный округ;Брянская;15501000;Стародубский районный суд Брянской области;32RS0028;
Суземский муниципальный район;Брянская;15652000;Суземский районный суд Брянской области;32RS0029;
Суражский муниципальный район;Брянская;15654000;Суражский районный суд Брянской области;32RS0030;
Трубчевский муниципальный район;Брянская;15656000;Трубчевский районный суд Брянской области;32RS0031;
Унечский муниципальный район;Брянская;15658000;Унечский районный суд Брянской области;32RS0032;
Баргузинский муниципальный район ;Бурятия;81603000;Баргузинский районный суд Республики Бурятия;04RS0001;
Баунтовский эвенкийский муниципальный район ;Бурятия;81606000;Баунтовский районный суд Республики Бурятия;04RS0002;
Бичурский муниципальный район ;Бурятия;81609000;Бичурский районный суд Республики Бурятия;04RS0003;
Городской округ г Северобайкальск;Бурятия;81720000;Северобайкальский городской суд Республики Бурятия;04RS0020;
Городской округ г Улан -Удэ;Бурятия;81701000;Железнодорожный районный суд г. Улан-Удэ Республики Бурятия;04RS0007;
Городской округ г Улан -Удэ;Бурятия;81701000;Октябрьский районный суд г. Улан-Удэ Республики Бурятия;04RS0018;
Городской округ г Улан -Удэ;Бурятия;81701000;Советский районный суд г. Улан-Удэ Республики Бурятия;04RS0021;
Джидинский муниципальный район ;Бурятия;81612000;Джидинский районный суд Республики Бурятия;04RS0005;
Еравнинский муниципальный район ;Бурятия;81615000;Еравнинский районный суд Республики Бурятия;04RS0006;
Заиграевский муниципальный район ;Бурятия;81618000;Заиграевский районный суд Республики Бурятия;04RS0008;
Закаменский муниципальный район ;Бурятия;81621000;Закаменский районный суд Республики Бурятия;04RS0009;
Иволгинский муниципальный район ;Бурятия;81622000;Иволгинский районный суд Республики Бурятия;04RS0010;
Кабанский муниципальный район ;Бурятия;81624000;Кабанский районный суд Республики Бурятия;04RS0011;
Кижингинский муниципальный район ;Бурятия;81627000;Хоринский районный суд Республики Бурятия;04RS0024;
Курумканский муниципальный район ;Бурятия;81630000;Баргузинский районный суд Республики Бурятия;04RS0001;
Кяхтинский муниципальный район ;Бурятия;81633000;Кяхтинский районный суд Республики Бурятия;04RS0014;
Муйский муниципальный район ;Бурятия;81635000;Муйский районный суд Республики Бурятия;04RS0015;
Мухоршибирский муниципальный район ;Бурятия;81636000;Мухоршибирский районный суд Республики Бурятия;04RS0016;
Окинский муниципальный район ;Бурятия;81639000;Тункинский районный суд Республики Бурятия;04RS0023;
Прибайкальский муниципальный район ;Бурятия;81642000;Прибайкальский районный суд Республики Бурятия;04RS0019;
Северо-Байкальский муниципальный район ;Бурятия;81645000;Северобайкальский городской суд Республики Бурятия;04RS0020;
Селенгинский муниципальный район ;Бурятия;81648000;Гусиноозерский городской суд Республики Бурятия;04RS0004;
Тарбагатайский муниципальный район ;Бурятия;81650000;Тарбагатайский районный суд Республики Бурятия;04RS0022;
Тункинский муниципальный район ;Бурятия;81651000;Тункинский районный суд Республики Бурятия;04RS0023;
Хоринский муниципальный район ;Бурятия;81657000;Хоринский районный суд Республики Бурятия;04RS0024;
Александровский муниципальный район;Владимирская;17605000;Александровский городской суд Владимирской области;33RS0005;
Вязниковский муниципальный район;Владимирская;17610000;Вязниковский городской суд Владимирской области;33RS0006;
Городской округ город Владимир;Владимирская;17701000;Ленинский районный суд г. Владимира;33RS0001;
Городской округ город Владимир;Владимирская;17701000;Октябрьский районный суд г. Владимира;33RS0002;
Городской округ город Владимир;Владимирская;17701000;Фрунзенский районный суд г. Владимира;33RS0003;
Городской округ город Гусь-Хрустальный;Владимирская;17720000;Гусь-Хрустальный городской суд Владимирской области;33RS0008;
Городской округ город Ковров;Владимирская;17725000;Ковровский городской суд Владимирской области;33RS0011;
Городской округ город Радужный;Владимирская;17737000;Собинский городской суд Владимирской области;33RS0017;
Городской округ округ Муром;Владимирская;17735000;Муромский городской суд Владимирской области;33RS0014;
Гороховецкий муниципальный район;Владимирская;17615000;Гороховецкий районный суд Владимирской области;33RS0007;
Гусь-Хрустальный муниципальный район;Владимирская;17620000;Гусь-Хрустальный городской суд Владимирской области;33RS0008;
Камешковский муниципальный район;Владимирская;17625000;Камешковский районный суд Владимирской области;33RS0009;
Киржачский муниципальный район;Владимирская;17630000;Киржачский районный суд Владимирской области;33RS0010;
Ковровский муниципальный район;Владимирская;17635000;Ковровский городской суд Владимирской области;33RS0011;
Кольчугинский муниципальный район;Владимирская;17640000;Кольчугинский городской суд Владимирской области;33RS0012;
Меленковский муниципальный район;Владимирская;17642000;Меленковский районный суд Владимирской области;33RS0013;
Муромский муниципальный район;Владимирская;17644000;Муромский городской суд Владимирской области;33RS0014;
Петушинский муниципальный район;Владимирская;17646000;Петушинский районный суд Владимирской области;33RS0015;
Селивановский муниципальный район;Владимирская;17648000;Селивановский районный суд Владимирской области;33RS0016;
Собинский муниципальный район;Владимирская;17650000;Собинский городской суд Владимирской области;33RS0017;
Судогодский муниципальный район;Владимирская;17652000;Судогодский районный суд Владимирской области;33RS0018;
Суздальский муниципальный район;Владимирская;17654000;Суздальский районный суд Владимирской области;33RS0019;
Юрьев-Польский муниципальный район;Владимирская;17656000;Юрьев-Польский районный суд Владимирской области;33RS0020;
Алексеевский муниципальный район;Волгоградская;18602000;Алексеевский районный суд Волгоградской области;34RS0009;
Быковский муниципальный район;Волгоградская;18604000;Быковский районный суд Волгоградской области;34RS0010;
Городищенский муниципальный район;Волгоградская;18605000;Городищенский районный суд Волгоградской области;34RS0012;
Городской округ город Волжский;Волгоградская;18710000;Волжский городской суд Волгоградской области;34RS0011;
Городской округ город Камышин;Волгоградская;18715000;Камышинский городской суд Волгоградской области;34RS0019;
Городской округ город Михайловка;Волгоградская;18720000;Михайловский районный суд Волгоградской области;34RS0027;
Городской округ город Урюпинск;Волгоградская;18725000;Урюпинский городской суд Волгоградской области;34RS0041;
Городской округ город Фролово;Волгоградская;18728000;Фроловский городской суд Волгоградской области;34RS0042;
Городской округ город-герой Волгоград;Волгоградская;18701000;Ворошиловский районный суд г. Волгограда;34RS0001;
Городской округ город-герой Волгоград;Волгоградская;18701000;Дзержинский районный суд г. Волгограда;34RS0002;
Городской округ город-герой Волгоград;Волгоградская;18701000;Кировский районный суд г. Волгограда;34RS0003;
Городской округ город-герой Волгоград;Волгоградская;18701000;Красноармейский районный суд г. Волгограда;34RS0004;
Городской округ город-герой Волгоград;Волгоградская;18701000;Краснооктябрьский районный суд г. Волгограда;34RS0005;
Городской округ город-герой Волгоград;Волгоградская;18701000;Советский районный суд г. Волгограда;34RS0006;
Городской округ город-герой Волгоград;Волгоградская;18701000;Тракторозаводский районный суд г. Волгограда;34RS0007;
Городской округ город-герой Волгоград;Волгоградская;18701000;Центральный районный суд г. Волгограда;34RS0008;
Даниловский муниципальный район;Волгоградская;18606000;Даниловский районный суд Волгоградской области;34RS0013;
Дубовский муниципальный район;Волгоградская;18608000;Дубовский районный суд Волгоградской области;34RS0014;
Еланский муниципальный район;Волгоградская;18610000;Еланский районный суд Волгоградской области;34RS0015;
Жирновский муниципальный район;Волгоградская;18612000;Жирновский районный суд Волгоградской области;34RS0016;
Иловлинский муниципальный район;Волгоградская;18614000;Иловлинский районный суд Волгоградской области;34RS0017;
Калачевский муниципальный район;Волгоградская;18616000;Калачевский районный суд Волгоградской области;34RS0018;
Камышинский муниципальный район;Волгоградская;18618000;Камышинский городской суд Волгоградской области;34RS0019;
Киквидзенский муниципальный район;Волгоградская;18620000;Киквидзенский районный суд Волгоградской области;34RS0020;
Клетский муниципальный район;Волгоградская;18622000;Клетский районный суд Волгоградской области;34RS0021;
Котельниковский муниципальный район;Волгоградская;18624000;Котельниковский районный суд Волгоградской области;34RS0022;
Котовский муниципальный район;Волгоградская;18626000;Котовский районный суд Волгоградской области;34RS0023;
Кумылженский муниципальный район;Волгоградская;18646000;Кумылженский районный суд Волгоградской области;34RS0025;
Ленинский муниципальный район;Волгоградская;18630000;Ленинский районный суд Волгоградской области;34RS0026;
Нехаевский муниципальный район;Волгоградская;18634000;Нехаевский районный суд Волгоградской области;34RS0028;
Николаевский муниципальный район;Волгоградская;18636000;Николаевский районный суд Волгоградской области;34RS0029;
Новоаннинский муниципальный район;Волгоградская;18638000;Новоаннинский районный суд Волгоградской области;34RS0030;
Новониколаевский муниципальный район;Волгоградская;18640000;Новониколаевский районный суд Волгоградской области;34RS0031;
Октябрьский муниципальный район;Волгоградская;18642000;Октябрьский районный суд Волгоградской области;34RS0032;
Ольховский муниципальный район;Волгоградская;18643000;Иловлинский районный суд Волгоградской области;34RS0017;
Палласовский муниципальный район;Волгоградская;18645000;Палласовский районный суд Волгоградской области;34RS0034;
Руднянский муниципальный район;Волгоградская;18647000;Руднянский районный суд Волгоградской области;34RS0035;
Светлоярский муниципальный район;Волгоградская;18649000;Светлоярский районный суд Волгоградской области;34RS0036;
Серафимовичский муниципальный район;Волгоградская;18650000;Серафимовичский районный суд Волгоградской области;34RS0037;
Среднеахтубинский муниципальный район;Волгоградская;18651000;Среднеахтубинский районный суд Волгоградской области;34RS0038;
Старополтавский муниципальный район;Волгоградская;18652000;Старополтавский районный суд Волгоградской области;34RS0039;
Суровикинский муниципальный район;Волгоградская;18653000;Суровикинский районный суд Волгоградской области;34RS0040;
Урюпинский муниципальный район;Волгоградская;18654000;Урюпинский городской суд Волгоградской области;34RS0041;
Фроловский муниципальный район;Волгоградская;18656000;Фроловский городской суд Волгоградской области;34RS0042;
Чернышковский муниципальный район;Волгоградская;18658000;Суровикинский районный суд Волгоградской области;34RS0040;
Бабаевский муниципальный округ;Вологодская;19505000;Бабаевский районный суд Вологодской области;35RS0002;
Бабушкинский муниципальный округ;Вологодская;19508000;Тотемский районный суд Вологодской области;35RS0022;
Белозерский муниципальный округ;Вологодская;19510000;Белозерский районный суд Вологодской области;35RS0004;
Вашкинский муниципальный округ;Вологодская;19512000;Вашкинский районный суд Вологодской области;35RS0005;
Великоустюгский муниципальный округ;Вологодская;19514000;Великоустюгский районный суд Вологодской области;35RS0006;
Верховажский муниципальный округ;Вологодская;19516000;Верховажский районный суд Вологодской области;35RS0007;
Вожегодский муниципальный округ;Вологодская;19518000;Вожегодский районный суд Вологодской области;35RS0008;
Вологодский муниципальный округ;Вологодская;19520000;Вологодский районный суд Вологодской области;35RS0009;
Вытегорский муниципальный район;Вологодская;19622000;Вытегорский районный суд Вологодской области;35RS0011;
Городской округ город Вологда;Вологодская;19701000;Вологодский городской суд Вологодской области;35RS0010;
Городской округ город Череповец;Вологодская;19730000;Череповецкий городской суд Вологодской области;35RS0001;
Грязовецкий муниципальный округ;Вологодская;19524000;Грязовецкий районный суд Вологодской области;35RS0012;
Кадуйский муниципальный округ;Вологодская;19526000;Кадуйский районный суд Вологодской области;35RS0013;
Кирилловский муниципальный округ;Вологодская;19528000;Кирилловский районный суд Вологодской области;35RS0014;
Кичменгско-Городецкий муниципальный округ;Вологодская;19530000;Кичменгско-Городецкий районный суд Вологодской области;35RS0015;
Междуреченский муниципальный округ;Вологодская;19532000;Междуреченский районный суд Вологодской области;35RS0016;
Никольский муниципальный округ;Вологодская;19534000;Никольский районный суд Вологодской области;35RS0017;
Нюксенский муниципальный округ;Вологодская;19536000;Нюксенский районный суд Вологодской области;35RS0018;
Сокольский муниципальный округ;Вологодская;19538000;Сокольский районный суд Вологодской области;35RS0019;
Сямженский муниципальный округ;Вологодская;19540000;Сямженский районный суд Вологодской области;35RS0020;
Тарногский муниципальный округ;Вологодская;19542000;Тарногский районный суд Вологодской области;35RS0021;
Тотемский муниципальный округ;Вологодская;19546000;Тотемский районный суд Вологодской области;35RS0022;
Усть-Кубинский муниципальный округ;Вологодская;19548000;Сокольский районный суд Вологодской области;35RS0019;
Устюженский муниципальный округ;Вологодская;19550000;Устюженский районный суд Вологодской области;35RS0023;
Харовский муниципальный округ;Вологодская;19552000;Харовский районный суд Вологодской области;35RS0025;
Чагодощенский муниципальный округ;Вологодская;19554000;Бабаевский районный суд Вологодской области;35RS0002;
Череповецкий муниципальный район;Вологодская;19656000;Череповецкий районный суд Вологодской области;35RS0027;
Шекснинский муниципальный район;Вологодская;19658000;Шекснинский районный суд Вологодской области;35RS0028;
Аннинский муниципальный район;Воронежская;20602000;Аннинский районный суд Воронежской области;36RS0007;
Бобровский муниципальный район;Воронежская;20604000;Бобровский районный суд Воронежской области;36RS0008;
Богучарский муниципальный район;Воронежская;20605000;Богучарский районный суд Воронежской области;36RS0009;
Борисоглебский городской округ;Воронежская;20710000;Борисоглебский городской суд Воронежской области;36RS0010;
Бутурлиновский муниципальный район;Воронежская;20608000;Бутурлиновский районный суд Воронежской области;36RS0011;
Верхнемамонский муниципальный район;Воронежская;20610000;Павловский районный суд Воронежской области;36RS0027;
Верхнехавский муниципальный район;Воронежская;20611000;Новоусманский районный суд Воронежской области;36RS0022;
Воробьёвский муниципальный район;Воронежская;20612000;Калачеевский районный суд Воронежской области;36RS0016;
Городской округ город Воронеж;Воронежская;20701000;Железнодорожный районный суд г. Воронежа;36RS0001;
Городской округ город Воронеж;Воронежская;20701000;Коминтерновский районный суд г. Воронежа;36RS0002;
Городской округ город Воронеж;Воронежская;20701000;Левобережный районный суд г. Воронежа;36RS0003;
Городской округ город Воронеж;Воронежская;20701000;Ленинский районный суд г. Воронежа;36RS0004;
Городской округ город Воронеж;Воронежская;20701000;Советский районный суд г. Воронежа;36RS0005;
Городской округ город Воронеж;Воронежская;20701000;Центральный районный суд г. Воронежа;36RS0006;
Городской округ город Нововоронеж;Воронежская;20727000;Нововоронежский городской суд Воронежской области;36RS0024;
Грибановский муниципальный район;Воронежская;20613000;Грибановский районный суд Воронежской области;36RS0015;
Калачеевский муниципальный район;Воронежская;20615000;Калачеевский районный суд Воронежской области;36RS0016;
Каменский муниципальный район;Воронежская;20617000;Лискинский районный суд Воронежской области;36RS0020;
Кантемировский муниципальный район;Воронежская;20619000;Кантемировский районный суд Воронежской области;36RS0019;
Каширский муниципальный район;Воронежская;20620000;Каширский районный суд Воронежской области;36RS0018;
Лискинский муниципальный район;Воронежская;20621000;Лискинский районный суд Воронежской области;36RS0020;
Нижнедевицкий муниципальный район;Воронежская;20623000;Нижнедевицкий районный суд Воронежской области;36RS0021;
Новоусманский муниципальный район;Воронежская;20625000;Новоусманский районный суд Воронежской области;36RS0022;
Новохопёрский муниципальный район;Воронежская;20627000;Новохоперский районный суд Воронежской области;36RS0023;
Ольховатский муниципальный район;Воронежская;20629000;Россошанский районный суд Воронежской области;36RS0034;
Острогожский муниципальный район;Воронежская;20631000;Острогожский районный суд Воронежской области;36RS0026;
Павловский муниципальный район;Воронежская;20633000;Павловский районный суд Воронежской области;36RS0027;
Панинский муниципальный район;Воронежская;20635000;Панинский районный суд Воронежской области;36RS0028;
Петропавловский муниципальный район;Воронежская;20637000;Богучарский районный суд Воронежской области;36RS0009;
Поворинский муниципальный район;Воронежская;20639000;Поворинский районный суд Воронежской области;36RS0029;
Подгоренский муниципальный район;Воронежская;20641000;Россошанский районный суд Воронежской области;36RS0034;
Рамонский муниципальный район;Воронежская;20643000;Рамонский районный суд Воронежской области;36RS0032;
Репьёвский муниципальный район;Воронежская;20645000;Острогожский районный суд Воронежской области;36RS0026;
Россошанский муниципальный район;Воронежская;20647000;Россошанский районный суд Воронежской области;36RS0034;
Семилукский муниципальный район;Воронежская;20649000;Семилукский районный суд Воронежской области;36RS0035;
Таловский муниципальный район;Воронежская;20651000;Таловский районный суд Воронежской области;36RS0036;
Терновский муниципальный район;Воронежская;20654000;Грибановский районный суд Воронежской области;36RS0015;
Хохольский муниципальный район;Воронежская;20656000;Хохольский районный суд Воронежской области;36RS0038;
Эртильский муниципальный район;Воронежская;20658000;Панинский районный суд Воронежской области;36RS0028;
Агульский муниципальный район;Дагестан;82601000;Хивский районный суд Республики Дагестан;05RS0045;
Акушинский муниципальный район;Дагестан;82603000;Акушинский районный суд Республики Дагестан;05RS0002;
Ахвахский муниципальный район;Дагестан;82605000;Ботлихский районный суд Республики Дагестан;05RS0007;
Ахтынский муниципальный район;Дагестан;82606000;Ахтынский районный суд Республики Дагестан;05RS0004;
Бабаюртовский муниципальный район;Дагестан;82607000;Бабаюртовский районный суд Республики Дагестан;05RS0008;
Ботлихский муниципальный район;Дагестан;82609000;Ботлихский районный суд Республики Дагестан;05RS0007;
Буйнакский муниципальный район;Дагестан;82611000;Буйнакский районный суд Республики Дагестан;05RS0006;
Гергебильский муниципальный район;Дагестан;82613000;Гергебильский районный суд Республики Дагестан;05RS0010;
Городской округ город Буйнакск;Дагестан;82705000;Буйнакский городской суд Республики Дагестан;05RS0005;
Городской округ город Дагестанские Огни;Дагестан;82708000;Городской суд г. Дагестанские Огни Республики Дагестан;05RS0016;
Городской округ город Дербент;Дагестан;82710000;Дербентский городской суд Республики Дагестан;05RS0012;
Городской округ город Избербаш;Дагестан;82715000;Избербашский городской суд Республики Дагестан;05RS0017;
Городской округ город Каспийск;Дагестан;82720000;Каспийский городской суд Республики Дагестан;05RS0021;
Городской округ город Кизилюрт;Дагестан;82725000;Кизилюртовский городской суд Республики Дагестан;05RS0022;
Городской округ город Кизляр;Дагестан;82730000;Кизлярский городской суд Республики Дагестан;05RS0019;
Городской округ город Махачкала;Дагестан;82701000;Кировский районный суд г. Махачкалы Республики Дагестан;05RS0018;
Городской округ город Махачкала;Дагестан;82701000;Ленинский районный суд г. Махачкалы Республики Дагестан;05RS0031;
Городской округ город Махачкала;Дагестан;82701000;Советский районный суд города Махачкалы Республики Дагестан;05RS0038;
Городской округ город Хасавюрт;Дагестан;82735000;Хасавюртовский городской суд Республики Дагестан;05RS0046;
Городской округ город Южно-Сухокумск;Дагестан;82738000;Ногайский районный суд Республики Дагестан;05RS0035;
Гумбетовский муниципальный район;Дагестан;82615000;Унцукульский районный суд Республики Дагестан;05RS0044;
Гунибский муниципальный район;Дагестан;82616000;Гунибский районный суд Республики Дагестан;05RS0011;
Дахадаевский муниципальный район;Дагестан;82618000;Кайтагский районный суд Республики Дагестан;05RS0027;
Дербентский муниципальный район;Дагестан;82620000;Дербентский районный суд Республики Дагестан;05RS0013;
Докузпаринский муниципальный район;Дагестан;82621000;Магарамкентский районный суд Республики Дагестан;05RS0034;
Казбековский муниципальный район;Дагестан;82622000;Казбековский районный суд Республики Дагестан;05RS0028;
Кайтагский муниципальный район;Дагестан;82623000;Кайтагский районный суд Республики Дагестан;05RS0027;
Карабудахкентский муниципальный район;Дагестан;82635000;Карабудахкентский районный суд Республики Дагестан;05RS0029;
Каякентский муниципальный район;Дагестан;82624000;Каякентский районный суд Республики Дагестан;05RS0024;
Кизилюртовский муниципальный район;Дагестан;82626000;Кизилюртовский районный суд Республики Дагестан;05RS0023;
Кизлярский муниципальный район;Дагестан;82627000;Кизлярский районный суд Республики Дагестан;05RS0020;
Кулинский муниципальный район;Дагестан;82629000;Лакский районный суд Республики Дагестан;05RS0033;
Кумторкалинский муниципальный район;Дагестан;82636000;Кумторкалинский районный суд Республики Дагестан;05RS0030;
Курахский муниципальный район;Дагестан;82630000;Сулейман-Стальский районный суд Республики Дагестан;05RS0039;
Лакский муниципальный район;Дагестан;82632000;Лакский районный суд Республики Дагестан;05RS0033;
Левашинский муниципальный район;Дагестан;82634000;Левашинский районный суд Республики Дагестан;05RS0032;
Магарамкентский муниципальный район;Дагестан;82637000;Магарамкентский районный суд Республики Дагестан;05RS0034;
Новолакский муниципальный район;Дагестан;82639000;Новолакский районный суд Республики Дагестан;05RS0036;
Ногайский муниципальный район;Дагестан;82640000;Ногайский районный суд Республики Дагестан;05RS0035;
